rank,gid,role,priority_score,why
11,100000002718366100,consolidator,0.6344909067473743,"Гипотеза consolidator: вход от 6, выход к 0; выход/вход 0%; объём 2525000 KZT. Приоритет 0.6345: роль 0.1197, объём 0.2169, связи 0.1018, близость seed 0.0333, охват seed 0.0721, сбор с малой отдачей 0.0907. Хопов: 2; seed в пределах 4 шагов: 5; транзакций вход/выход: 10/0. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: ≥3 плательщиков за день. Балл задаёт порядок ручной проверки, не вероятность виновности."
12,100000004962193100,consolidator,0.632137325037005,"Гипотеза consolidator: вход от 8, выход к 0; выход/вход 0%; объём 900468 KZT. Приоритет 0.6321: роль 0.1240, объём 0.2017, связи 0.1149, близость seed 0.0333, охват seed 0.0558, сбор с малой отдачей 0.1024. Хопов: 2; seed в пределах 4 шагов: 3; транзакций вход/выход: 11/0. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: всплеск ≥5 событий и ≥50% за день; ≥3 плательщиков за день. Балл задаёт порядок ручной проверки, не вероятность виновности."
13,100000002527114100,distributor,0.6314224973499897,"Гипотеза distributor: вход от 3, выход к 111; выход/вход 2550%; объём 3418249 KZT; FIFO 0–2д 4%; вход seed неполон. Приоритет 0.6314: роль 0.0619, объём 0.2213, связи 0.2482, близость seed 0.1000, охват seed 0.0000, сбор с малой отдачей 0.0000. Хопов: 0; seed в пределах 4 шагов: 0; транзакций вход/выход: 4/113. Правило: fan_out ≥5; временное сопоставление влияет на score, не на наличие рассылки. Дополнительные сигналы: Дополнительных сигналов нет. Балл задаёт порядок ручной проверки, не вероятность виновности."
14,100000008560717100,consolidator,0.6244011961104309,"Гипотеза consolidator: вход от 7, выход к 1; выход/вход 5%; объём 554000 KZT. Приоритет 0.6244: роль 0.1168, объём 0.1946, связи 0.1149, близость seed 0.0500, охват seed 0.0558, сбор с малой отдачей 0.0923. Хопов: 1; seed в пределах 4 шагов: 3; транзакций вход/выход: 9/1. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: Дополнительных сигналов нет. Балл задаёт порядок ручной проверки, не вероятность виновности."
15,100000002578405100,distributor,0.6174131215607893,"Гипотеза distributor: вход от 2, выход к 116; выход/вход 259%; объём 4308703 KZT; FIFO 0–2д 39%. Приоритет 0.6174: роль 0.0814, объём 0.2247, связи 0.2500, близость seed 0.0333, охват seed 0.0279, сбор с малой отдачей 0.0000. Хопов: 2; seed в пределах 4 шагов: 1; транзакций вход/выход: 7/120. Правило: fan_out ≥5; временное сопоставление влияет на score, не на наличие рассылки. Дополнительные сигналы: объём и степень выше P95 своего колена. Балл задаёт порядок ручной проверки, не вероятность виновности."
16,100000004400305100,distributor,0.6166612557654378,"Гипотеза distributor: вход от 7, выход к 82; выход/вход 2617%; объём 6052981 KZT; FIFO 0–2д 4%. Приоритет 0.6167: роль 0.0740, объём 0.2297, связи 0.2354, близость seed 0.0333, охват seed 0.0442, сбор с малой отдачей 0.0000. Хопов: 2; seed в пределах 4 шагов: 2; транзакций вход/выход: 9/101. Правило: fan_out ≥5; временное сопоставление влияет на score, не на наличие рассылки. Дополнительные сигналы: объём и степень выше P95 своего колена. Балл задаёт порядок ручной проверки, не вероятность виновности."
17,100000000437046100,distributor,0.6159058614632715,"Гипотеза distributor: вход от 9, выход к 42; выход/вход 687%; объём 8713424 KZT; FIFO 0–2д 13%. Приоритет 0.6159: роль 0.0760, объём 0.2351, связи 0.2067, близость seed 0.0333, охват seed 0.0648, сбор с малой отдачей 0.0000. Хопов: 2; seed в пределах 4 шагов: 4; транзакций вход/выход: 20/73. Правило: fan_out ≥5; временное сопоставление влияет на score, не на наличие рассылки. Дополнительные сигналы: ≥3 плательщиков за день; ≥3 одинаковых переводов по паре за день; объём и степень выше P95 своего колена. Балл задаёт порядок ручной проверки, не вероятность виновности."
18,100000002838861100,consolidator,0.6090277443571334,"Гипотеза consolidator: вход от 5, выход к 1; выход/вход 2%; объём 564524 KZT. Приоритет 0.6090: роль 0.1156, объём 0.1948, связи 0.1018, близость seed 0.0500, охват seed 0.0648, сбор с малой отдачей 0.0820. Хопов: 1; seed в пределах 4 шагов: 4; транзакций вход/выход: 5/1. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: Дополнительных сигналов нет. Балл задаёт порядок ручной проверки, не вероятность виновности."
19,100000004299488100,consolidator,0.6062647529657943,"Гипотеза consolidator: вход от 6, выход к 2; выход/вход 20%; объём 2093999 KZT. Приоритет 0.6063: роль 0.0986, объём 0.2141, связи 0.1149, близость seed 0.0500, охват seed 0.0558, сбор с малой отдачей 0.0728. Хопов: 1; seed в пределах 4 шагов: 3; транзакций вход/выход: 22/14. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: ≥3 плательщиков за день. Балл задаёт порядок ручной проверки, не вероятность виновности."
20,100000001282143100,consolidator,0.6029526449305793,"Гипотеза consolidator: вход от 5, выход к 0; выход/вход 0%; объём 1700000 KZT. Приоритет 0.6030: роль 0.1176, объём 0.2111, связи 0.0937, близость seed 0.0250, охват seed 0.0721, сбор с малой отдачей 0.0835. Хопов: 3; seed в пределах 4 шагов: 5; транзакций вход/выход: 6/0. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: ≥3 плательщиков за день. Балл задаёт порядок ручной проверки, не вероятность виновности."
21,100000002547110100,consolidator,0.6021788279716054,"Гипотеза consolidator: вход от 6, выход к 0; выход/вход 0%; объём 1500000 KZT. Приоритет 0.6022: роль 0.1197, объём 0.2092, связи 0.1018, близость seed 0.0250, охват seed 0.0558, сбор с малой отдачей 0.0907. Хопов: 3; seed в пределах 4 шагов: 3; транзакций вход/выход: 10/0. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: всплеск ≥5 событий и ≥50% за день; ≥3 плательщиков за день. Балл задаёт порядок ручной проверки, не вероятность виновности."
22,100000004071080100,consolidator,0.6006631915940633,"Гипотеза consolidator: вход от 9, выход к 2; выход/вход 19%; объём 285100 KZT. Приоритет 0.6007: роль 0.1053, объём 0.1848, связи 0.1300, близость seed 0.0500, охват seed 0.0442, сбор с малой отдачей 0.0864. Хопов: 1; seed в пределах 4 шагов: 2; транзакций вход/выход: 16/5. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: Дополнительных сигналов нет. Балл задаёт порядок ручной проверки, не вероятность виновности."
23,100000001253557100,consolidator,0.5971999497407949,"Гипотеза consolidator: вход от 5, выход к 0; выход/вход 0%; объём 210200 KZT. Приоритет 0.5972: роль 0.1176, объём 0.1803, связи 0.0937, близость seed 0.0500, охват seed 0.0721, сбор с малой отдачей 0.0835. Хопов: 1; seed в пределах 4 шагов: 5; транзакций вход/выход: 5/0. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: Дополнительных сигналов нет. Балл задаёт порядок ручной проверки, не вероятность виновности."
24,100000008144528100,consolidator,0.5971129014777496,"Гипотеза consolidator: вход от 5, выход к 0; выход/вход 0%; объём 1068203 KZT. Приоритет 0.5971: роль 0.1176, объём 0.2042, связи 0.0937, близость seed 0.0333, охват seed 0.0648, сбор с малой отдачей 0.0835. Хопов: 2; seed в пределах 4 шагов: 4; транзакций вход/выход: 13/0. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: Дополнительных сигналов нет. Балл задаёт порядок ручной проверки, не вероятность виновности."
25,100000008477350100,distributor,0.5940160235802282,"Гипотеза distributor: вход от 11, выход к 39; выход/вход 553%; объём 3984966 KZT; FIFO 0–2д 13%. Приоритет 0.5940: роль 0.0756, объём 0.2236, связи 0.2057, близость seed 0.0333, охват seed 0.0558, сбор с малой отдачей 0.0000. Хопов: 2; seed в пределах 4 шагов: 3; транзакций вход/выход: 14/44. Правило: fan_out ≥5; временное сопоставление влияет на score, не на наличие рассылки. Дополнительные сигналы: объём и степень выше P95 своего колена. Балл задаёт порядок ручной проверки, не вероятность виновности."
26,100000004156082100,distributor,0.5903495434165765,"Гипотеза distributor: вход от 5, выход к 26; выход/вход 615%; объём 2696922 KZT; FIFO 0–2д 16%. Приоритет 0.5903: роль 0.0764, объём 0.2178, связи 0.1813, близость seed 0.0500, охват seed 0.0648, сбор с малой отдачей 0.0000. Хопов: 1; seed в пределах 4 шагов: 4; транзакций вход/выход: 7/29. Правило: fan_out ≥5; временное сопоставление влияет на score, не на наличие рассылки. Дополнительные сигналы: объём и степень выше P95 своего колена. Балл задаёт порядок ручной проверки, не вероятность виновности."
27,100000008346837100,distributor,0.5838600579461565,"Гипотеза distributor: вход от 9, выход к 25; выход/вход 495%; объём 1513002 KZT; FIFO 0–2д 17%. Приоритет 0.5839: роль 0.0769, объём 0.2093, связи 0.1860, близость seed 0.0333, охват seed 0.0783, сбор с малой отдачей 0.0000. Хопов: 2; seed в пределах 4 шагов: 6; транзакций вход/выход: 12/26. Правило: fan_out ≥5; временное сопоставление влияет на score, не на наличие рассылки. Дополнительные сигналы: ≥3 плательщиков за день. Балл задаёт порядок ручной проверки, не вероятность виновности."
28,100000001303311100,consolidator,0.5829579716768958,"Гипотеза consolidator: вход от 5, выход к 0; выход/вход 0%; объём 1324000 KZT. Приоритет 0.5830: роль 0.1176, объём 0.2074, связи 0.0937, близость seed 0.0250, охват seed 0.0558, сбор с малой отдачей 0.0835. Хопов: 3; seed в пределах 4 шагов: 3; транзакций вход/выход: 5/0. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: ≥3 плательщиков за день. Балл задаёт порядок ручной проверки, не вероятность виновности."
29,100000006734214100,consolidator,0.5823757322207007,"Гипотеза consolidator: вход от 5, выход к 3; выход/вход 6%; объём 646000 KZT. Приоритет 0.5824: роль 0.1113, объём 0.1968, связи 0.1149, близость seed 0.0250, охват seed 0.0558, сбор с малой отдачей 0.0786. Хопов: 3; seed в пределах 4 шагов: 3; транзакций вход/выход: 10/4. Правило: Не seed; fan_in ≥5; ratio ≤0.2. Дополнительные сигналы: Дополнительных сигналов нет. Балл задаёт порядок ручной проверки, не вероятность виновности."
30,100000008710791100,distributor,0.5805294570177149,"Гипотеза distributor: вход от 3, выход к 23; выход/вход 3042%; объём 5703021 KZT; FIFO 0–2д 3%. Приоритет 0.5805: роль 0.0738, объём 0.2289, связи 0.1724, близость seed 0.0333, охват seed 0.0721, сбор с малой отдачей 0.0000. Хопов: 2; seed в пределах 4 шагов: 5; транзакций вход/выход: 3/25. Правило: fan_out ≥5; временное сопоставление влияет на score, не на наличие рассылки. Дополнительные сигналы: объём и степень выше P95 своего колена. Балл задаёт порядок ручной проверки, не вероятность виновности."
